brandOwner,brandName,packageWeight,serving_size_in_g,protein_in_g,fat_in_g,carbohydrate_in_g,energy_in_kcal,fiber_in_g,calcium_in_mg,iron_in_mg,sugars_added_in_g,cholesterol_in_g,milk,corn_syrup,artificial_flavor,vanilla,water,cream,dark_chocolate,palm_oil,lemon,salt,almonds,soy,coconut,pecans,hazelnuts,white_chocolate,honey,total_ingredients
Ghirardelli Chocolate Company,GHIRARDELLI,164.9,29.0,6.9,37.9,55.2,586.0,0.0,207.0,0.34,41.4,17.0,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,15.0
Ghirardelli Chocolate Company,GHIRARDELLI,135.8,29.0,6.9,37.9,55.2,586.0,0.0,207.0,0.34,41.4,17.0,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,15.0
Mars Chocolate North America LLC,DOVE,225.1,31.0,6.45,32.3,58.1,548.0,0.0,226.0,0.0,45.2,16.0,True,False,True,False,False,False,False,True,False,True,False,True,False,False,False,True,False,25.0
Landies Candies Co. Inc.,LANDIES CANDIES,85.0,42.0,7.14,38.1,52.4,588.0,0.0,238.0,7.71,52.4,24.0,True,False,True,True,False,False,False,False,False,False,False,True,False,False,False,True,False,8.0
"Whole Foods Market, Inc.",WHOLE FOODS MARKET,133.0,36.0,8.33,38.9,52.8,556.0,2.8,194.0,0.0,41.7,14.0,True,False,False,True,False,False,False,True,False,True,True,True,False,False,False,True,True,26.0
"Maud Borup, Inc.",MAUDBORUP,59.0,19.0,5.26,36.8,57.9,579.0,0.0,211.0,0.0,47.4,26.0,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,6.0
Sunflour Baking Co.,RAWKIN RAW,85.0,43.0,6.98,48.8,34.9,581.0,7.0,47.0,0.84,2.33,0.0,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,12.0
"G. Debbas Chocolatier, Inc.",TARGET CORPORATION,34.0,34.0,5.88,32.4,61.8,529.0,0.0,118.0,1.06,58.8,15.0,True,True,True,True,False,False,False,False,False,True,False,True,False,False,False,True,False,36.0
"Amusemints, LLC",AMUSE MINTS,127.0,42.0,7.14,38.1,54.8,595.0,0.0,190.0,0.0,54.8,24.0,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,7.0
Mars Chocolate North America LLC,DOVE,225.1,40.0,7.5,40.0,52.5,575.0,0.0,200.0,0.9,52.5,25.0,True,False,True,False,False,False,False,False,False,True,False,True,True,False,False,True,False,14.0
Lily's Sweets,LILY'S,80.0,30.0,3.33,30.0,60.0,367.0,3.0,167.0,0.0,0.0,33.0,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,24.0
Ghirardelli Chocolate Company,GHIRARDELLI,191.7,32.0,6.25,37.5,56.2,562.0,0.0,188.0,0.31,40.6,16.0,True,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,23.0
Ghirardelli Chocolate Company,GHIRARDELLI,138.4,32.0,6.25,37.5,56.2,562.0,0.0,188.0,0.31,40.6,16.0,True,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,23.0
Lindt & Sprungli (Schweiz) AG,LINDT,168.0,36.0,5.56,52.8,38.9,639.0,2.8,167.0,0.0,38.9,14.0,True,False,True,True,False,False,False,True,False,False,False,True,True,False,False,True,False,19.0
Lindt & Sprungli (Schweiz) AG,LINDT,528.0,36.0,5.56,52.8,38.9,639.0,2.8,167.0,0.0,38.9,14.0,True,False,True,True,False,False,False,True,False,False,False,True,True,False,False,True,False,25.0
Lindt & Sprungli (Schweiz) AG,LINDT,168.0,36.0,5.56,52.8,38.9,639.0,0.0,167.0,0.0,38.9,14.0,True,False,True,True,False,True,False,True,False,False,False,True,True,False,False,True,False,23.0
Lindt & Sprungli (Schweiz) AG,LINDT LINDOR,168.0,36.0,5.56,52.8,38.9,639.0,0.0,167.0,0.0,38.9,14.0,True,False,True,True,False,True,False,True,False,False,False,True,True,False,False,True,False,23.0
Lindt & Sprungli (Schweiz) AG,LINDT,168.0,36.0,5.56,50.0,41.7,639.0,0.0,214.0,0.0,33.3,14.0,True,False,True,True,False,False,False,True,False,False,False,True,True,False,False,True,False,18.0
Lindt & Sprungli (Schweiz) AG,LINDT,168.0,36.0,5.56,50.0,41.7,639.0,0.0,214.0,0.0,33.3,14.0,True,False,True,True,False,False,False,True,False,False,False,True,True,False,False,True,False,19.0
Lindt & Sprungli (Schweiz) AG,LINDT,168.0,25.0,4.0,52.0,44.0,640.0,0.0,140.0,0.0,36.0,20.0,True,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,10.0
Lindt & Sprungli (Schweiz) AG,LINDT,168.0,36.0,5.56,50.0,41.7,639.0,0.0,214.0,0.0,33.3,14.0,True,False,True,True,False,False,False,True,False,False,False,True,True,False,False,True,False,19.0
Lindt & Sprungli (Schweiz) AG,LINDT,240.0,36.0,5.56,50.0,41.7,639.0,0.0,214.0,0.0,33.3,14.0,True,False,True,True,False,False,False,True,False,False,False,True,True,False,False,True,False,18.0
Lindt & Sprungli (Schweiz) AG,LINDT,150.0,30.0,10.0,40.0,43.3,567.0,3.3,270.0,0.0,30.0,17.0,True,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,8.0
WORLD MARKET,WORLD MARKET,174.09684350978966,43.0,4.65,32.6,58.1,535.0,0.0,186.0,0.0,58.1,23.0,True,False,False,True,False,False,False,False,True,True,False,True,False,False,False,True,False,16.0
"Hy-Vee, Inc.",ZOET,100.0,40.0,5.0,30.0,62.5,550.0,0.0,150.0,0.0,62.5,2.0,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,18.0
"G. Debbas Chocolatier, Inc.",TARGET,34.0,34.0,5.88,29.4,61.8,529.0,0.0,176.0,0.0,61.8,15.0,True,False,True,True,False,False,False,False,False,True,False,True,False,False,False,True,False,31.0
LIDL,LIDL,174.09684350978966,40.0,5.0,37.5,47.5,550.0,2.5,200.0,0.0,42.5,50.0,True,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,15.0
"Divine Chocolate, Inc.",DIVINE,80.0,40.0,7.5,30.0,60.0,525.0,2.5,275.0,0.45,57.5,12.0,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,19.0
"Divine Chocolate, Inc.",DIVINE CHOCOLATE,85.0,42.5,7.06,28.2,61.2,541.0,2.4,235.0,0.42,56.5,12.0,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,18.0
"Hy-Vee, Inc.",ZOET,174.09684350978966,40.0,5.0,30.0,62.5,550.0,0.0,150.0,0.0,62.5,2.0,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,14.0
LIDL,LIDL,174.09684350978966,40.0,5.0,35.0,55.0,550.0,0.0,250.0,0.0,52.5,25.0,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,16.0
"Godiva Chocolatier, Inc.",GODIVA,43.0,43.0,6.98,30.2,58.1,535.0,0.0,186.0,0.0,46.5,23.0,True,True,False,False,True,False,False,False,True,True,False,True,False,False,False,False,False,17.0
"Ussac International, Inc.",PERUGINA,28.6,29.0,6.9,37.9,51.7,586.0,3.4,138.0,1.24,48.3,17.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,13.0
"Ussac International, Inc.",PERUGINA,114.0,43.0,9.3,39.5,44.2,581.0,4.7,140.0,1.67,44.2,12.0,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,11.0
"Gaetano & Barteau, Inc.",DEAN & DELUCA,57.0,57.0,5.26,38.6,21.0,614.0,0.0,35.0,1.26,59.6,9.0,True,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,29.0
Ghirardelli Chocolate Company,GHIRARDELLI,534.8,31.0,3.23,29.0,58.1,484.0,3.2,129.0,0.97,45.2,16.0,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,25.0
"Cafe Hon, Inc.",PHILIP MARKS CHOCOLATES,65.0,32.0,6.25,37.5,50.0,594.0,0.0,250.0,1.12,50.0,16.0,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,8.0
The Hershey Company,DAGOBA,174.09684350978966,40.0,5.0,37.5,57.5,575.0,0.0,150.0,0.0,55.0,12.0,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,8.0
"Divine Chocolate, Inc.",DIVINE CHOCOLATE,100.0,42.0,7.14,28.6,61.9,524.0,2.4,238.0,0.86,57.1,12.0,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,18.0
GS1 Mexico,ALPROSE,100.0,40.0,6.5,40.8,50.0,595.0,0.0,275.0,0.0,50.0,25.0,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,6.0
Lindt & Sprungli (Schweiz) AG,LINDT,125.0,29.0,6.9,34.5,55.2,552.0,0.0,276.0,0.0,44.8,17.0,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,7.0
"Hy-Vee, Inc.",ZOET,174.09684350978966,40.0,5.0,30.0,62.5,550.0,0.0,150.0,0.0,62.5,12.0,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,8.0
Mars Chocolate North America LLC,SNICKERS,80.5,40.0,10.0,25.0,57.5,500.0,2.5,100.0,1.8,45.0,12.0,True,True,True,False,False,False,False,True,False,True,False,True,False,False,False,True,False,16.0
WONDERSHOP,WONDERSHOP,174.09684350978966,9.0,0.0,16.7,66.7,444.0,0.0,0.0,4.0,55.6,0.0,True,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,24.0
"Fannie May Confections, Inc.",FANNIE MAY,85.0,28.0,3.57,32.1,60.7,536.0,0.0,136.0,0.0,57.1,0.0,True,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,9.0
Animal Flight Clothing LLC,CARMIT,55.0,27.5,3.64,32.7,58.2,545.0,3.6,0.0,2.91,43.6,0.0,False,False,False,True,False,False,False,False,False,True,False,True,True,False,False,False,False,12.0
The Hershey Company,REESE'S,174.09684350978966,33.0,9.09,33.3,54.6,545.0,3.0,182.0,0.91,39.4,0.0,True,False,True,True,False,False,False,True,True,True,False,True,False,False,False,False,False,27.0
The Hershey Company,REESE'S,174.09684350978966,38.0,10.5,34.2,55.3,526.0,2.6,158.0,0.95,44.7,0.0,True,False,True,True,False,False,False,True,True,True,False,True,False,False,False,False,False,30.0
The Hershey Company,HERSHEY'S,174.09684350978966,31.0,6.45,29.0,61.3,516.0,0.0,226.0,1.29,45.2,16.0,True,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,26.0
The Hershey Company,HERSHEY'S,174.09684350978966,31.0,6.45,29.0,61.3,516.0,0.0,226.0,1.29,45.2,16.0,True,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,26.0
Waggoner Chocolates,WAGGONER CHOCOLATES,212.0,28.0,3.57,32.1,60.7,536.0,0.0,214.0,0.0,60.7,18.0,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,9.0
Russell Stover Candies Inc.,RUSSELL STOVER,113.0,29.0,6.9,34.5,51.7,552.0,3.4,86.0,3.45,48.3,17.0,True,True,True,True,False,False,False,True,False,True,False,True,True,False,False,False,False,28.0
"Berkshire Bark, Inc.",BERKSHIRE BARK,126.0,42.0,7.14,38.1,54.8,574.0,2.4,95.0,1.71,45.2,12.0,True,False,False,True,False,False,False,False,True,True,False,True,False,False,False,True,False,13.0
Alfred Ritter Gmbh & Co. Kg,RITTER,100.0,31.0,6.45,38.7,54.8,581.0,0.0,129.0,0.0,45.2,32.0,True,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,15.0
Lindt & Sprungli (Schweiz) AG,LINDT,240.0,36.0,5.56,50.0,44.4,639.0,0.0,211.0,0.0,33.3,14.0,True,False,True,True,False,False,False,True,False,False,False,True,True,False,False,True,False,25.0
Lindt & Sprungli (Schweiz) AG,LINDT,168.0,36.0,5.56,50.0,44.4,639.0,0.0,211.0,0.0,33.3,14.0,True,False,True,True,False,False,False,True,False,False,False,True,True,False,False,True,False,25.0
Harry London's Candies Inc,HARRY LONDON,170.0,36.0,2.78,19.4,75.0,500.0,0.0,111.0,0.0,63.9,0.0,True,True,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,31.0
"Fannie May Confections, Inc.",FANNIE MAY,155.0,36.0,2.78,19.4,75.0,500.0,0.0,111.0,0.0,72.2,0.0,True,True,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,28.0
Lindt & Sprungli (Schweiz) AG,LINDT,240.0,36.0,5.56,50.0,44.4,639.0,0.0,211.0,0.0,33.3,14.0,True,False,True,True,False,False,False,True,False,False,False,True,True,False,False,True,False,25.0
"Spessard Group, Inc.",MOKSHA,90.0,9.0,0.0,55.6,33.3,667.0,0.0,0.0,0.0,33.3,0.0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,7.0
"Meijer, Inc.",MEIJER,198.0,40.0,2.5,20.0,72.5,475.0,0.0,50.0,1.8,70.0,0.0,False,True,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,15.0
"Whitman's Candies, Inc.",WHITMAN'S CANDIES,174.09684350978966,28.0,3.57,25.0,64.3,429.0,21.4,143.0,1.29,32.1,18.0,True,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,31.0
"Whitman's Candies, Inc.",WHITMAN'S CANDIES,174.09684350978966,32.0,3.12,28.1,59.4,438.0,3.0,125.0,1.12,25.0,16.0,True,False,True,True,False,False,False,True,False,False,False,True,False,True,False,False,False,32.0
"Whitman's Candies, Inc.",WHITMAN'S,149.0,25.0,4.0,28.0,60.0,440.0,4.0,80.0,2.88,20.0,20.0,True,False,True,True,False,False,False,False,False,True,False,True,False,False,False,True,False,49.0
"Whitman's Candies, Inc.",WHITMAN'S,45.0,45.0,4.44,20.0,71.1,467.0,2.2,133.0,0.8,60.0,11.0,True,True,True,True,False,False,False,True,False,True,False,True,False,False,False,False,False,20.0
"Whitman's Candies, Inc.",WHITMAN'S,50.0,50.0,4.0,22.0,68.0,480.0,2.0,80.0,1.44,54.0,10.0,True,True,True,True,False,False,False,True,False,True,False,True,True,True,False,False,False,42.0
"Whitman's Candies, Inc.",WHITMAN'S,128.0,33.0,3.03,18.2,69.7,455.0,3.0,61.0,2.18,57.6,15.0,True,True,True,True,True,False,False,True,True,False,True,True,True,True,False,False,False,55.0
"Whitman's Candies, Inc.",WHITMAN'S,174.09684350978966,32.0,6.25,28.1,59.4,500.0,3.1,62.0,1.12,43.8,16.0,True,True,True,True,False,False,False,True,True,True,False,True,True,True,False,False,False,42.0
"Whitman's Candies, Inc.",WHITMAN'S,28.0,28.0,3.57,35.7,60.7,571.0,3.6,143.0,1.29,50.0,18.0,True,True,True,True,False,False,False,True,False,True,False,True,True,False,False,True,True,27.0
"Whitman's Candies, Inc.",WHITMAN'S,1021.0,39.0,5.13,23.1,61.5,487.0,2.6,103.0,1.85,51.3,13.0,True,True,True,True,True,False,False,True,True,True,True,True,True,True,False,True,True,86.0
"Whitman's Candies, Inc.",WHITMAN'S,291.0,37.0,5.41,24.3,62.2,486.0,2.7,108.0,1.95,48.6,14.0,True,True,True,True,True,False,False,True,True,True,True,True,True,True,False,True,True,88.0
"Whitman's Candies, Inc.",WHITMAN'S,201.0,47.0,4.26,19.2,66.0,468.0,2.1,85.0,1.53,55.3,11.0,True,True,True,True,True,False,False,True,True,True,True,True,True,True,False,True,True,82.0
NIBMOR,NIBMOR,174.09684350978966,17.0,5.88,41.2,47.1,471.0,5.9,41.0,11.2,29.4,0.0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,12.0
"Whitman's Candies, Inc.",WHITMAN'S,624.0,36.0,5.56,25.0,61.1,500.0,2.8,111.0,2.0,47.2,14.0,True,True,True,True,True,False,False,True,True,True,True,True,True,True,False,True,True,89.0
Mars Chocolate North America LLC,DOVE,737.1,42.0,4.76,23.8,69.0,476.0,4.8,95.0,0.86,59.5,12.0,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,16.0
"Tom and Sally's Handmade Chocolates, Inc.",WHOLE FOODS MARKET,174.09684350978966,25.0,0.0,10.0,16.0,120.0,0.0,0.0,0.0,12.0,0.0,False,False,False,True,True,False,True,True,True,False,False,True,False,False,False,False,False,14.0
"Whole Foods Market, Inc.",WHOLE FOODS MARKET,250.0,27.0,3.7,51.8,40.7,630.0,7.4,0.0,10.0,29.6,0.0,True,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,16.0
"Whole Foods Market, Inc.",WHOLE FOODS MARKET,99.0,40.0,5.0,35.0,57.5,550.0,12.5,0.0,9.0,40.0,0.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,8.0
Gracie's Enterprises Ltd,VEGO,150.0,30.0,6.67,40.0,43.3,600.0,6.7,33.0,4.0,36.7,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,7.0
"Diversion Technologies, Inc.",FERRERO ROCHER,174.09684350978966,100.0,8.2,42.7,44.4,603.0,0.0,0.0,0.0,39.9,0.0,True,False,False,True,False,False,False,True,False,True,False,True,False,False,True,False,False,23.0
Confiserie Heidel,CONFISERIE HEIDEL,174.09684350978966,13.0,7.69,38.5,46.2,615.0,0.0,154.0,0.0,46.2,38.0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,5.0
The Hershey Company,HERSHEY'S KISSES,174.09684350978966,34.0,8.82,32.4,55.9,500.0,2.9,118.0,3.18,47.1,15.0,True,False,True,True,False,False,False,True,False,True,False,True,False,False,True,False,False,37.0
The Hershey Company,HERSHEY'S KISSES,174.09684350978966,41.0,9.76,34.2,53.7,512.0,4.9,195.0,4.39,46.3,12.0,True,False,True,True,False,False,False,True,False,True,False,True,False,False,True,False,False,40.0
"Vosges, Ltd.",WILD OPHELIA,57.0,28.0,7.14,35.7,50.0,536.0,3.6,143.0,3.86,46.4,18.0,True,True,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,24.0
The Hershey Company,HERSHEY'S KISSES,174.09684350978966,41.0,7.32,31.7,56.1,512.0,2.4,146.0,3.51,48.8,12.0,True,False,True,True,False,False,False,True,False,True,False,True,False,False,True,False,False,33.0
The Hershey Company,HERSHEY'S,174.09684350978966,34.0,8.82,32.4,55.9,500.0,2.9,176.0,4.24,47.1,15.0,True,False,True,True,False,False,False,True,False,True,False,True,False,False,True,False,False,35.0
The Hershey Company,HERSHEY'S KISSES,174.09684350978966,41.0,9.76,34.2,53.7,512.0,4.9,195.0,4.39,46.3,12.0,True,False,True,True,False,False,False,True,False,True,False,True,False,False,True,False,False,40.0
Taza Chocolate,TAZA CHOCOLATE,70.0,35.0,14.3,40.0,40.0,600.0,3.0,57.0,3.09,5.7,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2.0
Taza Chocolate,TAZA CHOCOLATE,70.0,35.0,11.4,34.3,42.9,571.0,20.0,57.0,3.09,14.3,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.0
Taza Chocolate,TAZA CHOCOLATE,70.0,35.0,14.3,42.9,37.1,600.0,3.0,57.0,3.09,5.7,0.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,3.0
Taza Chocolate,TAZA CHOCOLATE,70.0,35.0,14.3,37.1,40.0,571.0,3.0,57.0,3.09,5.7,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3.0
Wilbur's Of Maine Chocolate Confections,WILBUR'S OF MAINE,255.0,42.0,9.52,35.7,52.4,571.0,7.1,95.0,6.43,38.1,12.0,True,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,13.0
Wilbur's Of Maine Chocolate Confections,WILBUR'S OF MAINE,227.0,42.0,7.14,23.8,64.3,500.0,2.4,143.0,2.57,40.5,12.0,True,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,20.0
Wilbur's Of Maine Chocolate Confections,WILBUR'S OF MAINE,255.0,42.0,7.14,21.4,64.3,486.0,7.1,0.0,5.14,57.1,7.0,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,11.0
Hagensborg Chocolates Ltd.,WILD BOAR,65.0,65.0,7.69,36.9,50.8,585.0,10.8,62.0,16.6,32.3,0.0,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,8.0
Star Markets Co.,WILD HARVEST,85.0,43.0,6.98,32.6,55.8,535.0,2.3,140.0,0.0,53.5,12.0,True,False,False,True,False,False,False,False,False,True,False,True,True,False,False,False,False,14.0
Star Markets Co.,WILD HARVEST,85.0,43.0,6.98,30.2,53.5,535.0,2.3,186.0,0.84,51.2,12.0,True,False,False,True,False,False,False,False,False,True,True,True,False,False,False,False,False,9.0
"Vosges, Ltd.",WILD OPHELIA,56.6,56.599998474121094,7.07,40.6,47.7,530.0,10.6,35.0,11.1,24.7,0.0,False,False,False,True,False,False,True,False,True,True,False,True,False,False,False,False,True,32.0
Anastasia Confections Inc.,MONEY ON HONEY,113.0,25.0,4.0,18.0,64.0,400.0,4.0,24.0,4.0,44.0,20.0,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,12.0
Anastasia Confections Inc.,MONEY ON HONEY,396.0,34.0,2.94,20.6,58.8,382.0,0.0,26.0,2.94,55.9,29.0,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,11.0
